
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     139.35
2                     171.80
4                     160.18
8                     163.39
16                    161.51
32                    172.38
64                    186.82
128                   193.80
256                   178.45
512                   178.08
1024                  208.45
2048                  200.25
4096                  219.11
8192                  262.45
16384                 257.79
32768                 463.63
65536                 668.11
131072               2928.30
262144               2090.30
524288               4501.15
1048576              8148.72
