
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     116.48
2                     140.06
4                     123.75
8                     155.01
16                    142.38
32                    162.25
64                    148.31
128                   153.70
256                   137.06
512                   160.94
1024                  167.39
2048                  144.52
4096                  173.78
8192                  223.31
16384                 234.48
32768                 418.76
65536                 625.17
131072               3033.17
262144               1764.72
524288               3911.84
1048576              7887.68
