
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     197.55
2                     148.84
4                     175.03
8                     171.95
16                    156.77
32                    153.67
64                    154.62
128                   190.89
256                   152.99
512                   162.53
1024                  155.70
2048                  169.66
4096                  325.30
8192                  339.56
16384                 468.93
32768                 360.25
65536                 512.93
131072                847.54
262144               2003.69
524288               3552.86
1048576              7836.26
