
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      91.36
2                      91.26
4                     103.27
8                      95.22
16                    110.95
32                    106.73
64                    123.07
128                   108.54
256                   100.83
512                   111.99
1024                  105.92
2048                  109.17
4096                  122.47
8192                  217.98
16384                 312.02
32768                 576.25
65536                1277.78
131072               2611.27
262144               1737.56
524288               3365.88
1048576              7021.41
