
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     155.64
2                     160.80
4                     172.25
8                     167.97
16                    161.23
32                    162.59
64                    177.35
128                   176.27
256                   170.87
512                   168.48
1024                  183.31
2048                  177.39
4096                  194.55
8192                  241.12
16384                 264.83
32768                 472.68
65536                 671.28
131072               2983.47
262144               2043.30
524288               4422.07
1048576              8469.05
