
# OSU MPI Allreduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      91.01
2                     105.46
4                      92.65
8                     107.78
16                    116.06
32                    110.43
64                    105.48
128                   111.39
256                   106.71
512                   106.04
1024                  115.62
2048                  124.10
4096                  119.66
8192                  206.73
16384                 311.37
32768                 562.65
65536                1310.77
131072               2595.24
262144               1756.40
524288               3563.31
1048576              7021.51
