,app,experiment,context,iteration,affinity,improve,nodes,path,fom,unknowns,error,cpu_util,wall_time
50,kripke,flux,manual,1,False,,2,results/kripke/flux/kripke-2-iter-1-27883145789440.out,1.123009e-09,805306368.0,,,
51,kripke,flux,manual,1,True,,4,results/kripke/flux/kripke-4-affinity-iter-1-27890980749312.out,5.213212e-10,805306368.0,,,
52,kripke,flux,manual,8,False,,4,results/kripke/flux/kripke-4-iter-8-27966914428928.out,5.104435e-10,805306368.0,,,
53,kripke,flux,manual,4,False,,1,results/kripke/flux/kripke-1-iter-4-27916280791040.out,2.289641e-09,805306368.0,,,
54,kripke,flux,manual,4,True,,2,results/kripke/flux/kripke-2-affinity-iter-4-27924082196480.out,1.125134e-09,805306368.0,,,
55,kripke,flux,manual,3,False,,4,results/kripke/flux/kripke-4-iter-3-27908496162816.out,5.122562e-10,805306368.0,,,
56,kripke,flux,manual,7,True,,4,results/kripke/flux/kripke-4-affinity-iter-7-27961059180544.out,5.17403e-10,805306368.0,,,
57,kripke,flux,manual,6,False,,2,results/kripke/flux/kripke-2-iter-6-27941580832768.out,1.127351e-09,805306368.0,,,
58,kripke,flux,manual,9,False,,4,results/kripke/flux/kripke-4-iter-9-27978608148480.out,5.092967e-10,805306368.0,,,
59,kripke,flux,manual,7,True,,1,results/kripke/flux/kripke-1-affinity-iter-7-27957166866432.out,2.300566e-09,805306368.0,,,
60,kripke,slurm,manual,5,False,,4,results/kripke/slurm/kripke-4-nodes-5.out,5.159125e-10,805306368.0,,,
61,kripke,slurm,manual,2,False,,2,results/kripke/slurm/kripke-2-nodes-2.out,1.123706e-09,805306368.0,,,
62,kripke,slurm,manual,2,False,,4,results/kripke/slurm/kripke-4-nodes-2.out,5.113424e-10,805306368.0,,,
63,kripke,slurm,manual,2,True,,4,results/kripke/slurm/kripke-4-nodes-affinity-2.out,5.101194e-10,805306368.0,,,
64,kripke,slurm,manual,4,False,,4,results/kripke/slurm/kripke-4-nodes-4.out,5.104993e-10,805306368.0,,,
65,kripke,slurm,manual,4,False,,2,results/kripke/slurm/kripke-2-nodes-4.out,1.131243e-09,805306368.0,,,
66,kripke,slurm,manual,5,True,,1,results/kripke/slurm/kripke-1-nodes-affinity-5.out,2.292204e-09,805306368.0,,,
67,kripke,slurm,manual,3,False,,4,results/kripke/slurm/kripke-4-nodes-3.out,5.098567e-10,805306368.0,,,
68,kripke,slurm,manual,4,True,,1,results/kripke/slurm/kripke-1-nodes-affinity-4.out,2.300066e-09,805306368.0,,,
69,kripke,slurm,manual,5,True,,2,results/kripke/slurm/kripke-2-nodes-affinity-5.out,1.124735e-09,805306368.0,,,
70,kripke,slurm,manual,1,True,,4,results/kripke/slurm/kripke-4-nodes-affinity-1.out,5.105219e-10,805306368.0,,,
71,kripke,slurm,manual,3,True,,2,results/kripke/slurm/kripke-2-nodes-affinity-3.out,1.12433e-09,805306368.0,,,
72,kripke,slurm,manual,3,False,,2,results/kripke/slurm/kripke-2-nodes-3.out,1.125089e-09,805306368.0,,,
73,kripke,slurm,manual,1,False,,4,results/kripke/slurm/kripke-4-nodes-1.out,5.103009e-10,805306368.0,,,
74,kripke,slurm,manual,4,False,,1,results/kripke/slurm/kripke-1-nodes-4.out,2.291324e-09,805306368.0,,,
75,kripke,slurm,manual,3,True,,4,results/kripke/slurm/kripke-4-nodes-affinity-3.out,5.084262e-10,805306368.0,,,
76,kripke,slurm,manual,2,True,,2,results/kripke/slurm/kripke-2-nodes-affinity-2.out,1.120869e-09,805306368.0,,,
77,kripke,slurm,manual,5,True,,4,results/kripke/slurm/kripke-4-nodes-affinity-5.out,5.217358e-10,805306368.0,,,
78,kripke,slurm,manual,2,True,,1,results/kripke/slurm/kripke-1-nodes-affinity-2.out,2.291258e-09,805306368.0,,,
79,kripke,slurm,manual,1,True,,2,results/kripke/slurm/kripke-2-nodes-affinity-1.out,1.122212e-09,805306368.0,,,
80,kripke,slurm,manual,4,True,,2,results/kripke/slurm/kripke-2-nodes-affinity-4.out,1.122233e-09,805306368.0,,,
81,kripke,slurm,manual,1,False,,1,results/kripke/slurm/kripke-1-nodes-1.out,2.29455e-09,805306368.0,,,
82,kripke,slurm,manual,1,True,,1,results/kripke/slurm/kripke-1-nodes-affinity-1.out,2.29358e-09,805306368.0,,,
83,kripke,slurm,manual,5,False,,1,results/kripke/slurm/kripke-1-nodes-5.out,2.293018e-09,805306368.0,,,
84,kripke,slurm,manual,5,False,,2,results/kripke/slurm/kripke-2-nodes-5.out,1.124085e-09,805306368.0,,,
85,kripke,slurm,manual,1,False,,2,results/kripke/slurm/kripke-2-nodes-1.out,1.124171e-09,805306368.0,,,
86,kripke,slurm,manual,2,False,,1,results/kripke/slurm/kripke-1-nodes-2.out,2.291732e-09,805306368.0,,,
87,kripke,slurm,manual,3,False,,1,results/kripke/slurm/kripke-1-nodes-3.out,2.292026e-09,805306368.0,,,
88,kripke,slurm,manual,4,True,,4,results/kripke/slurm/kripke-4-nodes-affinity-4.out,5.102769e-10,805306368.0,,,
89,kripke,slurm,manual,3,True,,1,results/kripke/slurm/kripke-1-nodes-affinity-3.out,2.292049e-09,805306368.0,,,
90,kripke,flux-to-slurm,agent,25,,True,4,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-25.out,5.116414e-10,805306368.0,,,
91,kripke,flux-to-slurm,agent,25,,False,4,results/kripke/flux-to-slurm/flux-to-slurm-command-25.out,5.256555e-10,805306368.0,,,
92,kripke,flux-to-slurm,agent,22,,False,4,results/kripke/flux-to-slurm/flux-to-slurm-command-22.out,5.140078e-10,805306368.0,,,
93,kripke,flux-to-slurm,agent,21,,False,2,results/kripke/flux-to-slurm/flux-to-slurm-command-21.out,1.123426e-09,805306368.0,,,
94,kripke,flux-to-slurm,agent,24,,True,2,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-24.out,1.12045e-09,805306368.0,,,
95,kripke,flux-to-slurm,agent,23,,False,1,results/kripke/flux-to-slurm/flux-to-slurm-command-23.out,2.297321e-09,805306368.0,,,
97,kripke,flux-to-slurm,agent,22,,True,4,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-22.out,5.127958e-10,805306368.0,,,
98,kripke,flux-to-slurm,agent,20,,True,1,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-20.out,2.289847e-09,805306368.0,,,
99,kripke,flux-to-slurm,agent,23,,True,1,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-23.out,2.299563e-09,805306368.0,,,
100,kripke,flux-to-slurm,agent,20,,False,1,results/kripke/flux-to-slurm/flux-to-slurm-command-20.out,2.291747e-09,805306368.0,,,
101,kripke,flux-to-slurm,agent,21,,True,2,results/kripke/flux-to-slurm/flux-to-slurm-improve-command-21.out,1.123954e-09,805306368.0,,,
102,amg2023,flux,manual,9,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-9-36541229432832.out,8181676000.0,,,,
103,amg2023,flux,manual,10,False,,3,results/amg2023/flux/amg2023-3-iter-10-36560389013504.out,4941096000.0,,,,
104,amg2023,flux,manual,8,False,,5,results/amg2023/flux/amg2023-5-iter-8-36440062820352.out,8149454000.0,,,,
105,amg2023,flux,manual,7,False,,2,results/amg2023/flux/amg2023-2-iter-7-36307355041792.out,3325331000.0,,,,
106,amg2023,flux,manual,2,False,,5,results/amg2023/flux/amg2023-5-iter-2-35973102567424.out,8091314000.0,,,,
107,amg2023,flux,manual,6,False,,2,results/amg2023/flux/amg2023-2-iter-6-36223586402304.out,3338160000.0,,,,
108,amg2023,flux,manual,6,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-6-36215432675328.out,1687202000.0,,,,
109,amg2023,flux,manual,7,False,,5,results/amg2023/flux/amg2023-5-iter-7-36349465853952.out,8149102000.0,,,,
110,amg2023,flux,manual,1,False,,3,results/amg2023/flux/amg2023-3-iter-1-35910406111232.out,4968952000.0,,,,
111,amg2023,flux,manual,1,False,,5,results/amg2023/flux/amg2023-5-iter-1-35920422109184.out,8159498000.0,,,,
112,amg2023,flux,manual,3,False,,4,results/amg2023/flux/amg2023-4-iter-3-36023031562240.out,6559301000.0,,,,
113,amg2023,flux,manual,5,False,,2,results/amg2023/flux/amg2023-2-iter-5-36145756897280.out,3336056000.0,,,,
115,amg2023,flux,manual,3,False,,1,results/amg2023/flux/amg2023-1-iter-3-35990014001152.out,1688445000.0,,,,
116,amg2023,flux,manual,6,False,,3,results/amg2023/flux/amg2023-3-iter-6-36229391319040.out,4974612000.0,,,,
117,amg2023,flux,manual,6,False,,4,results/amg2023/flux/amg2023-4-iter-6-36253198188544.out,6538857000.0,,,,
118,amg2023,flux,manual,5,False,,4,results/amg2023/flux/amg2023-4-iter-5-36175519678464.out,6554313000.0,,,,
119,amg2023,flux,manual,10,False,,1,results/amg2023/flux/amg2023-1-iter-10-36545910276096.out,1689475000.0,,,,
120,amg2023,flux,manual,4,False,,1,results/amg2023/flux/amg2023-1-iter-4-36046536441856.out,1686931000.0,,,,
121,amg2023,flux,manual,5,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-5-36167969931264.out,4977023000.0,,,,
122,amg2023,flux,manual,1,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-1-35913694445568.out,3346632000.0,,,,
123,amg2023,flux,manual,9,False,,5,results/amg2023/flux/amg2023-5-iter-9-36528948510720.out,8090777000.0,,,,
124,amg2023,flux,manual,5,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-5-36135925448704.out,1687872000.0,,,,
125,amg2023,flux,manual,4,False,,2,results/amg2023/flux/amg2023-2-iter-4-36061652713472.out,3337675000.0,,,,
126,amg2023,flux,manual,8,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-8-36462443626496.out,8121551000.0,,,,
127,amg2023,flux,manual,4,False,,3,results/amg2023/flux/amg2023-3-iter-4-36068380377088.out,4964351000.0,,,,
128,amg2023,flux,manual,2,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-2-35955385827328.out,3344157000.0,,,,
129,amg2023,flux,manual,5,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-5-36201776021504.out,8195493000.0,,,,
130,amg2023,flux,manual,10,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-10-36566126821376.out,3338177000.0,,,,
131,amg2023,flux,manual,7,False,,3,results/amg2023/flux/amg2023-3-iter-7-36313126404096.out,4967392000.0,,,,
132,amg2023,flux,manual,1,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-1-35903661670400.out,1686447000.0,,,,
133,amg2023,flux,manual,10,False,,2,results/amg2023/flux/amg2023-2-iter-10-36554634428416.out,3334365000.0,,,,
134,amg2023,flux,manual,7,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-7-36357669912576.out,6546074000.0,,,,
135,amg2023,flux,manual,1,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-1-35916026478592.out,4972922000.0,,,,
136,amg2023,flux,manual,3,False,,2,results/amg2023/flux/amg2023-2-iter-3-36000533315584.out,3339106000.0,,,,
137,amg2023,flux,manual,7,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-7-36330658594816.out,4975594000.0,,,,
138,amg2023,flux,manual,2,False,,3,results/amg2023/flux/amg2023-3-iter-2-35945957031936.out,4969837000.0,,,,
139,amg2023,flux,manual,5,False,,3,results/amg2023/flux/amg2023-3-iter-5-36149397553152.out,4948106000.0,,,,
140,amg2023,flux,manual,7,False,,4,results/amg2023/flux/amg2023-4-iter-7-36337956683776.out,6555505000.0,,,,
141,amg2023,flux,manual,4,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-4-36119601217536.out,8177010000.0,,,,
142,amg2023,flux,manual,8,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-8-36421440110592.out,4941734000.0,,,,
143,amg2023,flux,manual,4,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-4-36110742847488.out,6571685000.0,,,,
144,amg2023,flux,manual,1,False,,1,results/amg2023/flux/amg2023-1-iter-1-35901430300672.out,1630184000.0,,,,
145,amg2023,flux,manual,2,False,,1,results/amg2023/flux/amg2023-1-iter-2-35927183327232.out,1685093000.0,,,,
146,amg2023,flux,manual,5,False,,1,results/amg2023/flux/amg2023-1-iter-5-36128862240768.out,1690226000.0,,,,
147,amg2023,flux,manual,10,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-10-36591074541568.out,6552969000.0,,,,
148,amg2023,flux,manual,3,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-3-36033903198208.out,6569646000.0,,,,
149,amg2023,flux,manual,3,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-3-36039238352896.out,8117830000.0,,,,
150,amg2023,flux,manual,4,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-4-36085442805760.out,4977017000.0,,,,
151,amg2023,flux,manual,4,False,,5,results/amg2023/flux/amg2023-5-iter-4-36102220021760.out,8123006000.0,,,,
152,amg2023,flux,manual,6,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-6-36269975404544.out,6573639000.0,,,,
153,amg2023,flux,manual,3,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-3-36017176313856.out,4958054000.0,,,,
154,amg2023,flux,manual,8,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-8-36410467811328.out,3343777000.0,,,,
155,amg2023,flux,manual,9,False,,3,results/amg2023/flux/amg2023-3-iter-9-36493850574848.out,4974588000.0,,,,
156,amg2023,flux,manual,5,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-5-36194494709760.out,6525603000.0,,,,
157,amg2023,flux,manual,4,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-4-36076450217984.out,3346309000.0,,,,
158,amg2023,flux,manual,3,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-3-36011706941440.out,3345953000.0,,,,
159,amg2023,flux,manual,8,False,,3,results/amg2023/flux/amg2023-3-iter-8-36403236831232.out,4965037000.0,,,,
160,amg2023,flux,manual,7,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-7-36320676151296.out,3347751000.0,,,,
161,amg2023,flux,manual,9,False,,2,results/amg2023/flux/amg2023-2-iter-9-36483666804736.out,3341367000.0,,,,
162,amg2023,flux,manual,9,False,,1,results/amg2023/flux/amg2023-1-iter-9-36469657829376.out,1687056000.0,,,,
163,amg2023,flux,manual,2,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-2-35934246535168.out,1682729000.0,,,,
164,amg2023,flux,manual,9,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-9-36500964114432.out,3347139000.0,,,,
165,amg2023,flux,manual,8,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-8-36385704640512.out,1687337000.0,,,,
166,amg2023,flux,manual,6,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-6-36246772514816.out,4973661000.0,,,,
167,amg2023,flux,manual,9,False,,4,results/amg2023/flux/amg2023-4-iter-9-36519419052032.out,6560780000.0,,,,
168,amg2023,flux,manual,5,False,,5,results/amg2023/flux/amg2023-5-iter-5-36186156433408.out,8148727000.0,,,,
169,amg2023,flux,manual,8,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-8-36451303555072.out,6572188000.0,,,,
170,amg2023,flux,manual,1,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-1-35924750630912.out,8194123000.0,,,,
171,amg2023,flux,manual,1,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-1-35922586370048.out,6560921000.0,,,,
172,amg2023,flux,manual,3,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-3-35994845839360.out,1689111000.0,,,,
173,amg2023,flux,manual,6,False,,5,results/amg2023/flux/amg2023-5-iter-6-36259120545792.out,8152779000.0,,,,
174,amg2023,flux,manual,7,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-7-36296852504576.out,1685129000.0,,,,
175,amg2023,flux,manual,10,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-10-36597433106432.out,8159688000.0,,,,
176,amg2023,flux,manual,3,False,,3,results/amg2023/flux/amg2023-3-iter-3-36005482594304.out,4976492000.0,,,,
177,amg2023,flux,manual,9,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-9-36534770204672.out,6575771000.0,,,,
178,amg2023,flux,manual,1,False,,2,results/amg2023/flux/amg2023-2-iter-1-35905859485696.out,3344447000.0,,,,
179,amg2023,flux,manual,7,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-7-36367551692800.out,8183077000.0,,,,
180,amg2023,flux,manual,6,False,,1,results/amg2023/flux/amg2023-1-iter-6-36208554016768.out,1687107000.0,,,,
181,amg2023,flux,manual,4,False,,4,results/amg2023/flux/amg2023-4-iter-4-36092321464320.out,6544968000.0,,,,
182,amg2023,flux,manual,4,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-4-36054321070080.out,1688203000.0,,,,
183,amg2023,flux,manual,10,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-10-36549097947136.out,1686514000.0,,,,
184,amg2023,flux,manual,1,False,,4,results/amg2023/flux/amg2023-4-iter-1-35918207516672.out,6537834000.0,,,,
185,amg2023,flux,manual,6,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-6-36278934437888.out,8159678000.0,,,,
186,amg2023,flux,manual,8,False,,2,results/amg2023/flux/amg2023-2-iter-8-36396207177728.out,3340108000.0,,,,
187,amg2023,flux,manual,8,False,,4,results/amg2023/flux/amg2023-4-iter-8-36429325402112.out,6566539000.0,,,,
188,amg2023,flux,manual,2,True,,4,results/amg2023/flux/amg2023-4-affinity-iter-2-35978857152512.out,6579935000.0,,,,
189,amg2023,flux,manual,2,False,,2,results/amg2023/flux/amg2023-2-iter-2-35940688986112.out,3319294000.0,,,,
190,amg2023,flux,manual,2,False,,4,results/amg2023/flux/amg2023-4-iter-2-35967549308928.out,6559432000.0,,,,
191,amg2023,flux,manual,2,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-2-35961190744064.out,4980831000.0,,,,
192,amg2023,flux,manual,10,False,,5,results/amg2023/flux/amg2023-5-iter-10-36585001189376.out,8153742000.0,,,,
193,amg2023,flux,manual,3,False,,5,results/amg2023/flux/amg2023-5-iter-3-36027846623232.out,8158041000.0,,,,
194,amg2023,flux,manual,5,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-5-36157484171264.out,3332695000.0,,,,
195,amg2023,flux,manual,2,True,,5,results/amg2023/flux/amg2023-5-affinity-iter-2-35984276193280.out,8169170000.0,,,,
196,amg2023,flux,manual,7,False,,1,results/amg2023/flux/amg2023-1-iter-7-36289789296640.out,1685118000.0,,,,
197,amg2023,flux,manual,8,False,,1,results/amg2023/flux/amg2023-1-iter-8-36375235657728.out,1687092000.0,,,,
198,amg2023,flux,manual,9,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-9-36511282102272.out,4936150000.0,,,,
199,amg2023,flux,manual,10,True,,3,results/amg2023/flux/amg2023-3-affinity-iter-10-36571948515328.out,4967627000.0,,,,
200,amg2023,flux,manual,9,True,,1,results/amg2023/flux/amg2023-1-affinity-iter-9-36480026148864.out,1687317000.0,,,,
201,amg2023,flux,manual,6,True,,2,results/amg2023/flux/amg2023-2-affinity-iter-6-36237679263744.out,3342936000.0,,,,
202,amg2023,slurm,manual,1,True,,4,results/amg2023/slurm/amg2023-4-nodes-affinity-1.out,6612568000.0,,,,
203,amg2023,slurm,manual,5,True,,3,results/amg2023/slurm/amg2023-3-nodes-affinity-5.out,4984137000.0,,,,
205,amg2023,slurm,manual,2,True,,2,results/amg2023/slurm/amg2023-2-nodes-affinity-2.out,3346701000.0,,,,
206,amg2023,slurm,manual,1,True,,2,results/amg2023/slurm/amg2023-2-nodes-affinity-1.out,3337697000.0,,,,
207,amg2023,slurm,manual,3,False,,3,results/amg2023/slurm/amg2023-3-nodes-3.out,4981291000.0,,,,
208,amg2023,slurm,manual,2,True,,5,results/amg2023/slurm/amg2023-5-nodes-affinity-2.out,8225948000.0,,,,
209,amg2023,slurm,manual,2,True,,4,results/amg2023/slurm/amg2023-4-nodes-affinity-2.out,6600278000.0,,,,
210,amg2023,slurm,manual,5,True,,1,results/amg2023/slurm/amg2023-1-nodes-affinity-5.out,1684288000.0,,,,
211,amg2023,slurm,manual,5,False,,4,results/amg2023/slurm/amg2023-4-nodes-5.out,6610725000.0,,,,
212,amg2023,slurm,manual,5,True,,2,results/amg2023/slurm/amg2023-2-nodes-affinity-5.out,3346772000.0,,,,
213,amg2023,slurm,manual,4,True,,5,results/amg2023/slurm/amg2023-5-nodes-affinity-4.out,8223958000.0,,,,
214,amg2023,slurm,manual,4,True,,4,results/amg2023/slurm/amg2023-4-nodes-affinity-4.out,6597329000.0,,,,
215,amg2023,slurm,manual,4,True,,3,results/amg2023/slurm/amg2023-3-nodes-affinity-4.out,4966343000.0,,,,
216,amg2023,slurm,manual,4,False,,5,results/amg2023/slurm/amg2023-5-nodes-4.out,8149254000.0,,,,
217,amg2023,slurm,manual,3,True,,5,results/amg2023/slurm/amg2023-5-nodes-affinity-3.out,8222034000.0,,,,
218,amg2023,slurm,manual,3,True,,1,results/amg2023/slurm/amg2023-1-nodes-affinity-3.out,1689642000.0,,,,
