,app,experiment,context,iteration,affinity,improve,nodes,path,fom,unknowns,error,cpu_util,wall_time
0,kripke,flux,manual,9,False,,2,results/kripke/flux/kripke-2-iter-9-27976645214208.out,1.125071e-09,805306368.0,,,
1,kripke,flux,manual,9,False,,1,results/kripke/flux/kripke-1-iter-9-27974699057152.out,2.293885e-09,805306368.0,,,
2,kripke,flux,manual,8,False,,2,results/kripke/flux/kripke-2-iter-8-27964968271872.out,1.125305e-09,805306368.0,,,
3,kripke,flux,manual,2,False,,4,results/kripke/flux/kripke-4-iter-2-27896802443264.out,5.08505e-10,805306368.0,,,
4,kripke,flux,manual,9,True,,1,results/kripke/flux/kripke-1-affinity-iter-9-27980554305536.out,2.294059e-09,805306368.0,,,
5,kripke,flux,manual,10,False,,4,results/kripke/flux/kripke-4-iter-10-27990318645248.out,5.096424e-10,805306368.0,,,
6,kripke,flux,manual,3,True,,4,results/kripke/flux/kripke-4-affinity-iter-3-27914334633984.out,5.100416e-10,805306368.0,,,
7,kripke,flux,manual,8,True,,1,results/kripke/flux/kripke-1-affinity-iter-8-27968877363200.out,2.294974e-09,805306368.0,,,
8,kripke,flux,manual,5,True,,4,results/kripke/flux/kripke-4-affinity-iter-5-27937688518656.out,5.097672e-10,805306368.0,,,
9,kripke,flux,manual,3,False,,2,results/kripke/flux/kripke-2-iter-3-27906550005760.out,1.121402e-09,805306368.0,,,
10,kripke,flux,manual,1,True,,2,results/kripke/flux/kripke-2-affinity-iter-1-27889017815040.out,1.12384e-09,805306368.0,,,
11,kripke,flux,manual,10,True,,4,results/kripke/flux/kripke-4-affinity-iter-10-27996190670848.out,5.155768e-10,805306368.0,,,
12,kripke,flux,manual,1,True,,1,results/kripke/flux/kripke-1-affinity-iter-1-27887071657984.out,2.300624e-09,805306368.0,,,
13,kripke,flux,manual,8,True,,4,results/kripke/flux/kripke-4-affinity-iter-8-27972769677312.out,5.108687e-10,805306368.0,,,
14,kripke,flux,manual,5,False,,1,results/kripke/flux/kripke-1-iter-5-27927974510592.out,2.289379e-09,805306368.0,,,
15,kripke,flux,manual,2,False,,1,results/kripke/flux/kripke-1-iter-2-27892926906368.out,2.29203e-09,805306368.0,,,
16,kripke,flux,manual,6,True,,2,results/kripke/flux/kripke-2-affinity-iter-6-27947402526720.out,1.129668e-09,805306368.0,,,
17,kripke,flux,manual,6,False,,4,results/kripke/flux/kripke-4-iter-6-27943510212608.out,5.101586e-10,805306368.0,,,
18,kripke,flux,manual,5,True,,1,results/kripke/flux/kripke-1-affinity-iter-5-27933812981760.out,2.292644e-09,805306368.0,,,
19,kripke,flux,manual,3,False,,1,results/kripke/flux/kripke-1-iter-3-27904603848704.out,2.292581e-09,805306368.0,,,
20,kripke,flux,manual,7,False,,1,results/kripke/flux/kripke-1-iter-7-27951294840832.out,2.294875e-09,805306368.0,,,
21,kripke,flux,manual,5,True,,2,results/kripke/flux/kripke-2-affinity-iter-5-27935759138816.out,1.122189e-09,805306368.0,,,
22,kripke,flux,manual,9,True,,4,results/kripke/flux/kripke-4-affinity-iter-9-27984463396864.out,5.100051e-10,805306368.0,,,
23,kripke,flux,manual,10,True,,1,results/kripke/flux/kripke-1-affinity-iter-10-27992281579520.out,2.300098e-09,805306368.0,,,
24,kripke,flux,manual,3,True,,1,results/kripke/flux/kripke-1-affinity-iter-3-27910442319872.out,2.296942e-09,805306368.0,,,
25,kripke,flux,manual,5,False,,2,results/kripke/flux/kripke-2-iter-5-27929920667648.out,1.130685e-09,805306368.0,,,
26,kripke,flux,manual,4,True,,1,results/kripke/flux/kripke-1-affinity-iter-4-27922119262208.out,2.297277e-09,805306368.0,,,
27,kripke,flux,manual,9,True,,2,results/kripke/flux/kripke-2-affinity-iter-9-27982500462592.out,1.124563e-09,805306368.0,,,
28,kripke,flux,manual,8,True,,2,results/kripke/flux/kripke-2-affinity-iter-8-27970823520256.out,1.123852e-09,805306368.0,,,
29,kripke,flux,manual,1,False,,1,results/kripke/flux/kripke-1-iter-1-27881149300736.out,2.298482e-09,805306368.0,,,
30,kripke,flux,manual,6,True,,1,results/kripke/flux/kripke-1-affinity-iter-6-27945473146880.out,2.291923e-09,805306368.0,,,
31,kripke,flux,manual,2,True,,4,results/kripke/flux/kripke-4-affinity-iter-2-27902657691648.out,5.107206e-10,805306368.0,,,
32,kripke,flux,manual,2,True,,2,results/kripke/flux/kripke-2-affinity-iter-2-27900711534592.out,1.123572e-09,805306368.0,,,
33,kripke,flux,manual,2,False,,2,results/kripke/flux/kripke-2-iter-2-27894856286208.out,1.123102e-09,805306368.0,,,
34,kripke,flux,manual,8,False,,1,results/kripke/flux/kripke-1-iter-8-27963005337600.out,2.288187e-09,805306368.0,,,
35,kripke,flux,manual,4,False,,4,results/kripke/flux/kripke-4-iter-4-27920189882368.out,5.140236e-10,805306368.0,,,
36,kripke,flux,manual,1,False,,4,results/kripke/flux/kripke-4-iter-1-27885108723712.out,5.096682e-10,805306368.0,,,
37,kripke,flux,manual,7,False,,2,results/kripke/flux/kripke-2-iter-7-27953257775104.out,1.122886e-09,805306368.0,,,
38,kripke,flux,manual,4,True,,4,results/kripke/flux/kripke-4-affinity-iter-4-27926028353536.out,5.131262e-10,805306368.0,,,
39,kripke,flux,manual,6,False,,1,results/kripke/flux/kripke-1-iter-6-27939634675712.out,2.287643e-09,805306368.0,,,
40,kripke,flux,manual,5,False,,4,results/kripke/flux/kripke-4-iter-5-27931866824704.out,5.120598e-10,805306368.0,,,
41,kripke,flux,manual,10,False,,1,results/kripke/flux/kripke-1-iter-10-27986409553920.out,2.285762e-09,805306368.0,,,
42,kripke,flux,manual,10,True,,2,results/kripke/flux/kripke-2-affinity-iter-10-27994227736576.out,1.123543e-09,805306368.0,,,
43,kripke,flux,manual,2,True,,1,results/kripke/flux/kripke-1-affinity-iter-2-27898765377536.out,2.295638e-09,805306368.0,,,
44,kripke,flux,manual,3,True,,2,results/kripke/flux/kripke-2-affinity-iter-3-27912371699712.out,1.123984e-09,805306368.0,,,
45,kripke,flux,manual,7,False,,4,results/kripke/flux/kripke-4-iter-7-27955220709376.out,5.100735e-10,805306368.0,,,
46,kripke,flux,manual,4,False,,2,results/kripke/flux/kripke-2-iter-4-27918226948096.out,1.12227e-09,805306368.0,,,
47,kripke,flux,manual,10,False,,2,results/kripke/flux/kripke-2-iter-10-27988372488192.out,1.11959e-09,805306368.0,,,
48,kripke,flux,manual,7,True,,2,results/kripke/flux/kripke-2-affinity-iter-7-27959096246272.out,1.125036e-09,805306368.0,,,
49,kripke,flux,manual,6,True,,4,results/kripke/flux/kripke-4-affinity-iter-6-27949348683776.out,5.105712e-10,805306368.0,,,
